from	entry	name	symbols	symbol	gene_id
Q6FHH6	Q6FHH6	Q6FHH6_HUMAN	LANCL1	LANCL1	10314
A0A384MEE7	A0A384MEE7	A0A384MEE7_HUMAN	NA	NA	23071
A8K3S1	A8K3S1	A8K3S1_HUMAN	NA	NA	NA
A0A024RDS1	A0A024RDS1	A0A024RDS1_HUMAN	HSPH1 hCG_32198	HSPH1	10808
Q5T5C7	Q5T5C7	Q5T5C7_HUMAN	SARS1	SARS1	6301
B3KW79	B3KW79	B3KW79_HUMAN	NA	NA	NA
A6NFX8	A6NFX8	A6NFX8_HUMAN	NUDT5	NUDT5	11164
A0A024QZD1	A0A024QZD1	A0A024QZD1_HUMAN	RPL18 hCG_2000370	RPL18	6141
B4DS79	B4DS79	B4DS79_HUMAN	NA	NA	NA
A0A384NL53	A0A384NL53	A0A384NL53_HUMAN	NA	NA	873
A0A0C4DGG8	A0A0C4DGG8	A0A0C4DGG8_HUMAN	CCAR1	CCAR1	55749
Q8WVX7	Q8WVX7	Q8WVX7_HUMAN	NA	NA	NA
D6RCD7	D6RCD7	D6RCD7_HUMAN	HSPA9	HSPA9	3313
Q53HN4	Q53HN4	Q53HN4_HUMAN	NA	NA	NA
B2R6S9	B2R6S9	B2R6S9_HUMAN	NA	NA	NA
I6QTG3	I6QTG3	I6QTG3_HUMAN	GPC3 hCG_14619	GPC3	2719
A0A804HKE7	A0A804HKE7	A0A804HKE7_HUMAN	MAP4	MAP4	4134
Q6FGH9	Q6FGH9	Q6FGH9_HUMAN	DNCL1 DYNLL1 hCG_27767	DNCL1	8655
A0A384NPM7	A0A384NPM7	A0A384NPM7_HUMAN	SCCPDH hCG_1782151	SCCPDH	51097
I6L9I5	I6L9I5	I6L9I5_HUMAN	CDC2	CDC2	983
H0YID6	H0YID6	H0YID6_HUMAN	KRT79	KRT79	338785
A0A384NQ35	A0A384NQ35	A0A384NQ35_HUMAN	NA	NA	NA
V9HWI5	V9HWI5	V9HWI5_HUMAN	HEL-S-15 CFL1 hCG_2039457	HEL-S-15	1072
M0QY67	M0QY67	M0QY67_HUMAN	ETFB	ETFB	2109
Q69YJ7	Q69YJ7	Q69YJ7_HUMAN	DKFZp667H197	DKFZp667H197	NA
Q6NW12	Q6NW12	Q6NW12_HUMAN	TANK	TANK	10010
A6NDF3	A6NDF3	A6NDF3_HUMAN	PBDC1	PBDC1	51260
A0A024RB75	A0A024RB75	A0A024RB75_HUMAN	CS hCG_2016169	CS	1431
Q9H7U7	Q9H7U7	Q9H7U7_HUMAN	NA	NA	64342
A8MW49	A8MW49	A8MW49_HUMAN	FABP1	FABP1	2168
A0A0J9YXF2	A0A0J9YXF2	A0A0J9YXF2_HUMAN	PON2 hCG_1640820	PON2	5445
Q86U75	Q86U75	Q86U75_HUMAN	NA	NA	NA
B4DXU3	B4DXU3	B4DXU3_HUMAN	NA	NA	NA
A8K0U1	A8K0U1	A8K0U1_HUMAN	NA	NA	NA
B4DKG8	B4DKG8	B4DKG8_HUMAN	NA	NA	NA
A0A024R4E5	A0A024R4E5	A0A024R4E5_HUMAN	HDLBP hCG_33048	HDLBP	3069
B4DF70	B4DF70	B4DF70_HUMAN	NA	NA	NA
Q53WY6	Q53WY6	Q53WY6_HUMAN	transthyretin/ TTR	transthyretin/	NA
A0A024R588	A0A024R588	A0A024R588_HUMAN	SF1 hCG_23378	SF1	7536
A0A6I8PTT9	A0A6I8PTT9	A0A6I8PTT9_HUMAN	GFPT1	GFPT1	2673
A0A024R179	A0A024R179	A0A024R179_HUMAN	NCBP1 hCG_28165	NCBP1	4686
A0A0B4J203	A0A0B4J203	A0A0B4J203_HUMAN	NA	NA	NA
G3V5E4	G3V5E4	G3V5E4_HUMAN	GNPNAT1	GNPNAT1	64841
A9UK01	A9UK01	A9UK01_HUMAN	NA	NA	NA
A0A0S2Z5E9	A0A0S2Z5E9	A0A0S2Z5E9_HUMAN	CWF19L1	CWF19L1	55280
B2R8R5	B2R8R5	B2R8R5_HUMAN	NA	NA	NA
A0A384N6H6	A0A384N6H6	A0A384N6H6_HUMAN	NA	NA	NA
Q5VWC4	Q5VWC4	Q5VWC4_HUMAN	PSMD4 hCG_1741224	PSMD4	5710
B2R7C5	B2R7C5	B2R7C5_HUMAN	NA	NA	NA
Q2TUW9	Q2TUW9	Q2TUW9_HUMAN	NA	NA	4057
Q0QF37	Q0QF37	Q0QF37_HUMAN	MDH2	MDH2	4191
Q24JU4	Q24JU4	Q24JU4_HUMAN	EIF3A EIF3S10	EIF3A	8661
B2R5S3	B2R5S3	B2R5S3_HUMAN	NA	NA	NA
A0A1U9X8X5	A0A1U9X8X5	A0A1U9X8X5_HUMAN	NA	NA	NA
F6WQW2	F6WQW2	F6WQW2_HUMAN	RANBP1	RANBP1	5902
Q96BS4	Q96BS4	Q96BS4_HUMAN	FBL	FBL	2091
H7BZU1	H7BZU1	H7BZU1_HUMAN	EIF2S3	EIF2S3	1968
A0A1U9X8Y4	A0A1U9X8Y4	A0A1U9X8Y4_HUMAN	NA	NA	NA
A0A384NPU2	A0A384NPU2	A0A384NPU2_HUMAN	HINT1 hCG_23479	HINT1	3094
H3BR35	H3BR35	H3BR35_HUMAN	GSPT1	GSPT1	2935
A0A7G6J4N4	A0A7G6J4N4	A0A7G6J4N4_HUMAN	NA	NA	NA
B2R4W8	B2R4W8	B2R4W8_HUMAN	hCG_1994130	hCG_1994130	6210
Q59FC9	Q59FC9	Q59FC9_HUMAN	NA	NA	NA
A0A024R8W0	A0A024R8W0	A0A024R8W0_HUMAN	DDX48 hCG_28565	DDX48	9775
A0A140VJW5	A0A140VJW5	A0A140VJW5_HUMAN	NA	NA	1615
Q53F35	Q53F35	Q53F35_HUMAN	NA	NA	NA
Q6FIA3	Q6FIA3	Q6FIA3_HUMAN	PACSIN2	PACSIN2	11252
F2Z2V0	F2Z2V0	F2Z2V0_HUMAN	CPNE1	CPNE1	8904
B5BU25	B5BU25	B5BU25_HUMAN	U2AF2	U2AF2	11338
A1LT96	A1LT96	A1LT96_HUMAN	UBE1L2 hCG_2027425	UBE1L2	55236
B2RDE0	B2RDE0	B2RDE0_HUMAN	NA	NA	NA
K7EJ44	K7EJ44	K7EJ44_HUMAN	PFN1 hCG_32691	PFN1	5216
A0A7I2V430	A0A7I2V430	A0A7I2V430_HUMAN	DDX1	DDX1	1653
A0A7P0TAE1	A0A7P0TAE1	A0A7P0TAE1_HUMAN	HSP90B1	HSP90B1	7184
E5KND5	E5KND5	E5KND5_HUMAN	GFM1 EFG1	GFM1	85476
E9KL48	E9KL48	E9KL48_HUMAN	GLUD1 hCG_1993805	GLUD1	2746
Q53R32	Q53R32	Q53R32_HUMAN	RPIA	RPIA	22934
A8K644	A8K644	A8K644_HUMAN	SFRS4 hCG_23483	SFRS4	NA
A0A024R814	A0A024R814	A0A024R814_HUMAN	RPL7 hCG_1983988	RPL7	6129
Q4LE79	Q4LE79	Q4LE79_HUMAN	DSP variant protein	DSP	1832
Q6FG99	Q6FG99	Q6FG99_HUMAN	RPLP1	RPLP1	6176
A0A024R608	A0A024R608	A0A024R608_HUMAN	RPLP1 hCG_38799	RPLP1	6176
A0A384MTR2	A0A384MTR2	A0A384MTR2_HUMAN	PRDX3 hCG_37898	PRDX3	10935
B4DJ30	B4DJ30	B4DJ30_HUMAN	NA	NA	NA
V9HW89	V9HW89	V9HW89_HUMAN	HEL-S-95n	HEL-S-95n	NA
B7Z7P8	B7Z7P8	B7Z7P8_HUMAN	ETF1	ETF1	2107
B2R9U2	B2R9U2	B2R9U2_HUMAN	NA	NA	NA
B4DEA3	B4DEA3	B4DEA3_HUMAN	NA	NA	NA
A0A7I2V5R6	A0A7I2V5R6	A0A7I2V5R6_HUMAN	GNAS	GNAS	2778
A0A024RA52	A0A024RA52	A0A024RA52_HUMAN	PSMA2 hCG_19883	PSMA2	5683
Q2YS46	Q2YS46	Q2YS46_HUMAN	NUBP1	NUBP1	4682
V9HWJ1	V9HWJ1	V9HWJ1_HUMAN	HEL-S-64p GSS HEL-S-88n	HEL-S-64p	2937
A4D177	A4D177	A4D177_HUMAN	CBX3 CCDC32 hCG_1745364 hCG_1999239 tcag7.173	CBX3	11335
A8MUA9	A8MUA9	A8MUA9_HUMAN	SUMO3 hCG_401304	SUMO3	6612
A0A024R5K1	A0A024R5K1	A0A024R5K1_HUMAN	CORO1B hCG_2018487	CORO1B	57175
D3DSM8	D3DSM8	D3DSM8_HUMAN	FTCD hCG_401256	FTCD	10841
E5RH09	E5RH09	E5RH09_HUMAN	RARS1	RARS1	5917
Q53GE7	Q53GE7	Q53GE7_HUMAN	NA	NA	NA
A0A494C0R8	A0A494C0R8	A0A494C0R8_HUMAN	CLUH	CLUH	23277
A0A5C2GJ16	A0A5C2GJ16	A0A5C2GJ16_HUMAN	NA	NA	NA
B4DFP1	B4DFP1	B4DFP1_HUMAN	NA	NA	NA
A0A7P0T8N8	A0A7P0T8N8	A0A7P0T8N8_HUMAN	TCERG1	TCERG1	10915
A8K517	A8K517	A8K517_HUMAN	RPS23 hCG_38189	RPS23	6228
A0A0S2Z580	A0A0S2Z580	A0A0S2Z580_HUMAN	ETHE1	ETHE1	23474
C9JZP6	C9JZP6	C9JZP6_HUMAN	DHRS2	DHRS2	10202
Q53F55	Q53F55	Q53F55_HUMAN	NA	NA	1841
M0QX65	M0QX65	M0QX65_HUMAN	SAE1	SAE1	10055
A0A7I2V535	A0A7I2V535	A0A7I2V535_HUMAN	NONO	NONO	4841
H0YK10	H0YK10	H0YK10_HUMAN	GALK2	GALK2	2585
Q59EV6	Q59EV6	Q59EV6_HUMAN	PPGB hCG_38374	PPGB	NA
Q6IBS5	Q6IBS5	Q6IBS5_HUMAN	DLST	DLST	1743
B0QY89	B0QY89	B0QY89_HUMAN	EIF3L EIF3EIP EIF3S6IP	EIF3L	51386
Q6ZMF1	Q6ZMF1	Q6ZMF1_HUMAN	NA	NA	NA
B4DGT6	B4DGT6	B4DGT6_HUMAN	NA	NA	NA
V9HWN7	V9HWN7	V9HWN7_HUMAN	HEL-S-87p ALDOA hCG_1811258	HEL-S-87p	226
B4DKZ9	B4DKZ9	B4DKZ9_HUMAN	NA	NA	NA
Q5U071	Q5U071	Q5U071_HUMAN	NA	NA	NA
B4DYC6	B4DYC6	B4DYC6_HUMAN	NA	NA	10910
G3V2N6	G3V2N6	G3V2N6_HUMAN	TUBB3 hCG_1983504	TUBB3	10381
Q6FHS4	Q6FHS4	Q6FHS4_HUMAN	DNAJB1 hCG_1776318	DNAJB1	3337
A0A0S2Z3L0	A0A0S2Z3L0	A0A0S2Z3L0_HUMAN	ETFA	ETFA	2108
H0YJG9	H0YJG9	H0YJG9_HUMAN	DHRS2	DHRS2	10202
V9HWE9	V9HWE9	V9HWE9_HUMAN	HEL-S-22 GSTP1 hCG_21055	HEL-S-22	2950
D3DTW3	D3DTW3	D3DTW3_HUMAN	IGF2BP1 hCG_27512	IGF2BP1	10642
A8K897	A8K897	A8K897_HUMAN	NA	NA	NA
A0A024RDR0	A0A024RDR0	A0A024RDR0_HUMAN	HMGB1 hCG_2020366	HMGB1	3146
A0A384MTL2	A0A384MTL2	A0A384MTL2_HUMAN	NA	NA	8407
A8K4H7	A8K4H7	A8K4H7_HUMAN	PPAT hCG_2027246	PPAT	5471
A0A2R8Y623	A0A2R8Y623	A0A2R8Y623_HUMAN	RPS7	RPS7	6201
B4E380	B4E380	B4E380_HUMAN	NA	NA	NA
Q9Y6B5	Q9Y6B5	Q9Y6B5_HUMAN	NA	NA	NA
B4DN72	B4DN72	B4DN72_HUMAN	NA	NA	NA
B3KN57	B3KN57	B3KN57_HUMAN	NA	NA	NA
K7ENW6	K7ENW6	K7ENW6_HUMAN	KRT16	KRT16	3868
A0A087WVQ6	A0A087WVQ6	A0A087WVQ6_HUMAN	CLTC hCG_1818599	CLTC	1213
A0A024R3W7	A0A024R3W7	A0A024R3W7_HUMAN	EEF1B2 hCG_2012498	EEF1B2	1933
D3DTX7	D3DTX7	D3DTX7_HUMAN	COL1A1 hCG_29609	COL1A1	1277
A0A0S2Z3D5	A0A0S2Z3D5	A0A0S2Z3D5_HUMAN	APOE	APOE	348
Q86VG2	Q86VG2	Q86VG2_HUMAN	SFPQ	SFPQ	6421
Q496C9	Q496C9	Q496C9_HUMAN	DTD1	DTD1	92675
B4DX78	B4DX78	B4DX78_HUMAN	NA	NA	NA
A0A024RAM0	A0A024RAM0	A0A024RAM0_HUMAN	TNPO1 hCG_2015745	TNPO1	3842
Q6MZS5	Q6MZS5	Q6MZS5_HUMAN	DKFZp686A13234	DKFZp686A13234	10236
Q6FGM0	Q6FGM0	Q6FGM0_HUMAN	SH3GL1 hCG_21932	SH3GL1	6455
A0A024R663	A0A024R663	A0A024R663_HUMAN	KTN1 hCG_22120	KTN1	3895
V9HWI0	V9HWI0	V9HWI0_HUMAN	HEL-S-165mP HEL-S-6	HEL-S-165mP	10327
A0A024R6D8	A0A024R6D8	A0A024R6D8_HUMAN	SFRS5 hCG_21965	SFRS5	6430
B4DK16	B4DK16	B4DK16_HUMAN	NA	NA	NA
A0A7I2V539	A0A7I2V539	A0A7I2V539_HUMAN	NMT1	NMT1	4836
A0A5F9ZH78	A0A5F9ZH78	A0A5F9ZH78_HUMAN	ARG1	ARG1	383
A0A140VJX1	A0A140VJX1	A0A140VJX1_HUMAN	NA	NA	38
J3JS69	J3JS69	J3JS69_HUMAN	RPS18 hCG_1640167 hCG_1777176	RPS18	6222
A0A024R5M3	A0A024R5M3	A0A024R5M3_HUMAN	CTTN hCG_23463	CTTN	2017
B4DDL4	B4DDL4	B4DDL4_HUMAN	NA	NA	NA
A8K4W8	A8K4W8	A8K4W8_HUMAN	NA	NA	NA
A0A3B3ISG5	A0A3B3ISG5	A0A3B3ISG5_HUMAN	IDE	IDE	3416
Q05CP8	Q05CP8	Q05CP8_HUMAN	CCDC6	CCDC6	8030
A0A0S2Z5U7	A0A0S2Z5U7	A0A0S2Z5U7_HUMAN	DIABLO	DIABLO	56616
Q5H9R8	Q5H9R8	Q5H9R8_HUMAN	DKFZp781B0869	DKFZp781B0869	NA
F8VS81	F8VS81	F8VS81_HUMAN	TWF1	TWF1	5756
A4UCS3	A4UCS3	A4UCS3_HUMAN	NA	NA	NA
V9HW53	V9HW53	V9HW53_HUMAN	HEL-S-277 DDAH2 hCG_2039806	HEL-S-277	23564
A8K4K1	A8K4K1	A8K4K1_HUMAN	NA	NA	NA
B2R665	B2R665	B2R665_HUMAN	NA	NA	NA
A0A024RAB6	A0A024RAB6	A0A024RAB6_HUMAN	HSPG2 hCG_1981506	HSPG2	3339
A8K103	A8K103	A8K103_HUMAN	NA	NA	NA
E9PR30	E9PR30	E9PR30_HUMAN	FAU	FAU	2197
Q5T8U3	Q5T8U3	Q5T8U3_HUMAN	RPL7A RP11-244N20.10-004	RPL7A	6130
E5RHH7	E5RHH7	E5RHH7_HUMAN	ARFGAP1	ARFGAP1	55738
B2R9X3	B2R9X3	B2R9X3_HUMAN	NA	NA	NA
A0A024R6W0	A0A024R6W0	A0A024R6W0_HUMAN	GOT2 hCG_15092	GOT2	2806
V9HWG3	V9HWG3	V9HWG3_HUMAN	HEL-S-45	HEL-S-45	7052
H3BNK3	H3BNK3	H3BNK3_HUMAN	NDUFAB1	NDUFAB1	4706
E9PN51	E9PN51	E9PN51_HUMAN	NDUFS8	NDUFS8	4728
B7Z5Q2	B7Z5Q2	B7Z5Q2_HUMAN	NA	NA	NA
I3L159	I3L159	I3L159_HUMAN	HMOX2	HMOX2	3163
Q549N0	Q549N0	Q549N0_HUMAN	CFL2 hCG_21174	CFL2	1073
J3QLR8	J3QLR8	J3QLR8_HUMAN	MRPS23	MRPS23	51649
F5GXS2	F5GXS2	F5GXS2_HUMAN	ACTN4 hCG_1996371	ACTN4	81
A0A140VJN8	A0A140VJN8	A0A140VJN8_HUMAN	NA	NA	10226
Q5HYL4	Q5HYL4	Q5HYL4_HUMAN	DKFZp686E1893	DKFZp686E1893	NA
D5KJA1	D5KJA1	D5KJA1_HUMAN	DHRS4L2	DHRS4L2	317749
A6NMN0	A6NMN0	A6NMN0_HUMAN	PHKA1	PHKA1	5255
A0A024RCM3	A0A024RCM3	A0A024RCM3_HUMAN	hCG_2005638	hCG_2005638	7919
B2R8Y9	B2R8Y9	B2R8Y9_HUMAN	NA	NA	NA
A0A140VKA6	A0A140VKA6	A0A140VKA6_HUMAN	NA	NA	6767
J3QQX2	J3QQX2	J3QQX2_HUMAN	ARHGDIA	ARHGDIA	396
A0A024R1Z1	A0A024R1Z1	A0A024R1Z1_HUMAN	CDC34 hCG_20568	CDC34	997
A0A024RDH6	A0A024RDH6	A0A024RDH6_HUMAN	SEC31L1 hCG_20214	SEC31L1	22872
A0A5K1VW54	A0A5K1VW54	A0A5K1VW54_HUMAN	ADK	ADK	132
A0A2R8YHD2	A0A2R8YHD2	A0A2R8YHD2_HUMAN	TPM4	TPM4	7171
A0A0S2Z491	A0A0S2Z491	A0A0S2Z491_HUMAN	NPM1	NPM1	4869
A0A024R1Z6	A0A024R1Z6	A0A024R1Z6_HUMAN	VAT1 hCG_16957	VAT1	10493
Q6IAM0	Q6IAM0	Q6IAM0_HUMAN	EIF3G EIF3S4	EIF3G	8666
H9KVD2	H9KVD2	H9KVD2_HUMAN	SCN5A	SCN5A	6331
A0A024R994	A0A024R994	A0A024R994_HUMAN	CPNE3 hCG_17274	CPNE3	8895
A0A2X0SZ31	A0A2X0SZ31	A0A2X0SZ31_HUMAN	PREX2	PREX2	80243
A0A087X0X3	A0A087X0X3	A0A087X0X3_HUMAN	HNRNPM	HNRNPM	4670
Q561W4	Q561W4	Q561W4_HUMAN	PPP1R8	PPP1R8	5511
Q53H57	Q53H57	Q53H57_HUMAN	NA	NA	NA
Q59ER5	Q59ER5	Q59ER5_HUMAN	NA	NA	NA
M1VPF6	M1VPF6	M1VPF6_HUMAN	CD74-ROS1_C6;R32	CD74-ROS1_C6;R32	NA
A0A7I2V3W0	A0A7I2V3W0	A0A7I2V3W0_HUMAN	HNRNPA1	HNRNPA1	3178
A0A0S2Z3R3	A0A0S2Z3R3	A0A0S2Z3R3_HUMAN	CYP11A1	CYP11A1	1583
B7ZLW0	B7ZLW0	B7ZLW0_HUMAN	LPP	LPP	4026
E9PPU1	E9PPU1	E9PPU1_HUMAN	RPS3	RPS3	6188
E9PDQ8	E9PDQ8	E9PDQ8_HUMAN	SUCLG2	SUCLG2	8801
H7BZJ3	H7BZJ3	H7BZJ3_HUMAN	PDIA3	PDIA3	2923
J3QK89	J3QK89	J3QK89_HUMAN	CHERP	CHERP	10523
A0A2H4WPX0	A0A2H4WPX0	A0A2H4WPX0_HUMAN	HLA-A	HLA-A	3105
Q6NZ52	Q6NZ52	Q6NZ52_HUMAN	RPL27A	RPL27A	6157
A0A024R1K7	A0A024R1K7	A0A024R1K7_HUMAN	YWHAH hCG_41511	YWHAH	7533
Q9BUS0	Q9BUS0	Q9BUS0_HUMAN	ZYX	ZYX	7791
A0A804HLD0	A0A804HLD0	A0A804HLD0_HUMAN	ACTN1	ACTN1	87
A0A024QZU5	A0A024QZU5	A0A024QZU5_HUMAN	PECI hCG_21955	PECI	NA
A0A7P0TAN7	A0A7P0TAN7	A0A7P0TAN7_HUMAN	SLC3A2	SLC3A2	6520
B3KX11	B3KX11	B3KX11_HUMAN	NA	NA	7203
A6NJH9	A6NJH9	A6NJH9_HUMAN	EIF1AY	EIF1AY	9086
Q6FHY4	Q6FHY4	Q6FHY4_HUMAN	NAPG hCG_37210	NAPG	8774
Q6LET3	Q6LET3	Q6LET3_HUMAN	HPRT1	HPRT1	3251
A8K492	A8K492	A8K492_HUMAN	NA	NA	NA
A0A096LPI6	A0A096LPI6	A0A096LPI6_HUMAN	NA	NA	NA
A0A0A0MTI1	A0A0A0MTI1	A0A0A0MTI1_HUMAN	DHCR24	DHCR24	1718
F8VV57	F8VV57	F8VV57_HUMAN	KRT5	KRT5	3852
A0A6Q8PH91	A0A6Q8PH91	A0A6Q8PH91_HUMAN	MACROD1	MACROD1	28992
Q9NQ82	Q9NQ82	Q9NQ82_HUMAN	GDH	GDH	NA
B4DXW6	B4DXW6	B4DXW6_HUMAN	NA	NA	NA
A8K2M0	A8K2M0	A8K2M0_HUMAN	PSMC4 hCG_43346	PSMC4	5704
B4DDS7	B4DDS7	B4DDS7_HUMAN	NA	NA	NA
A0A140VK27	A0A140VK27	A0A140VK27_HUMAN	NA	NA	4048
H0YJT9	H0YJT9	H0YJT9_HUMAN	NDRG2	NDRG2	57447
A0A024RCJ2	A0A024RCJ2	A0A024RCJ2_HUMAN	HIST1H2BJ hCG_1641457	HIST1H2BJ	8970
Q6IBH6	Q6IBH6	Q6IBH6_HUMAN	RPL26	RPL26	6154
B2RA03	B2RA03	B2RA03_HUMAN	NA	NA	NA
H9ZYJ2	H9ZYJ2	H9ZYJ2_HUMAN	TXN	TXN	7295
Q8N274	Q8N274	Q8N274_HUMAN	NA	NA	NA
A0A024R4A5	A0A024R4A5	A0A024R4A5_HUMAN	TNRC15 hCG_33451	TNRC15	NA
V9HW96	V9HW96	V9HW96_HUMAN	HEL-S-100n CCT2 hCG_24460	HEL-S-100n	10576
H3BNC9	H3BNC9	H3BNC9_HUMAN	NA	NA	NA
Q53H37	Q53H37	Q53H37_HUMAN	NA	NA	51806
A0A7S5EU47	A0A7S5EU47	A0A7S5EU47_HUMAN	NA	NA	NA
A0A024R1K8	A0A024R1K8	A0A024R1K8_HUMAN	SF3A1 hCG_41298	SF3A1	10291
A0A1W2PR95	A0A1W2PR95	IGB1C_HUMAN	IGBP1C IGBP1P2	IGBP1C	NA
A0A1S5UZ39	A0A1S5UZ39	A0A1S5UZ39_HUMAN	HBA2	HBA2	3040
A0A140VJH7	A0A140VJH7	A0A140VJH7_HUMAN	NA	NA	26007
A8K9U0	A8K9U0	A8K9U0_HUMAN	NA	NA	NA
B4DYR6	B4DYR6	B4DYR6_HUMAN	NA	NA	10059
A0A286YF22	A0A286YF22	A0A286YF22_HUMAN	PHGDH	PHGDH	26227
F5H8H3	F5H8H3	F5H8H3_HUMAN	STARD10	STARD10	10809
A0A024R0Y6	A0A024R0Y6	A0A024R0Y6_HUMAN	ARF3 hCG_40390	ARF3	377
B4DDR3	B4DDR3	B4DDR3_HUMAN	NA	NA	8539
A0A0S2Z5I7	A0A0S2Z5I7	A0A0S2Z5I7_HUMAN	SBDS	SBDS	51119
Q8IY98	Q8IY98	Q8IY98_HUMAN	ACTR2	ACTR2	10097
Q6IBA2	Q6IBA2	Q6IBA2_HUMAN	PC4 SUB1 hCG_1781938	PC4	10923
A0A024R7T3	A0A024R7T3	A0A024R7T3_HUMAN	HNRPF hCG_1770443	HNRPF	3185
V9HWA2	V9HWA2	V9HWA2_HUMAN	HEL-S-166mP AKR7A2 hCG_40469	HEL-S-166mP	8574
A0A384MDW7	A0A384MDW7	A0A384MDW7_HUMAN	ECHS1 hCG_18928	ECHS1	1892
A8K520	A8K520	A8K520_HUMAN	PROSC	PROSC	NA
Q05DH1	Q05DH1	Q05DH1_HUMAN	PSMA7	PSMA7	5688
V9HW22	V9HW22	V9HW22_HUMAN	HEL-S-72p HEL-33 HSPA8 hCG_2032950	HEL-S-72p	3312
B2R983	B2R983	B2R983_HUMAN	NA	NA	NA
B1ANR0	B1ANR0	B1ANR0_HUMAN	PABPC4 hCG_2031827	PABPC4	8761
H0UID4	H0UID4	H0UID4_HUMAN	AP2B1 hCG_1992160	AP2B1	163
Q68DQ4	Q68DQ4	Q68DQ4_HUMAN	DKFZp779L0468	DKFZp779L0468	NA
K7ERE3	K7ERE3	K7ERE3_HUMAN	KRT13	KRT13	3860
Q9UK43	Q9UK43	Q9UK43_HUMAN	CSA2	CSA2	3550
Q53T70	Q53T70	Q53T70_HUMAN	RAB10	RAB10	10890
A8KAP3	A8KAP3	A8KAP3_HUMAN	NA	NA	NA
G3V4R5	G3V4R5	G3V4R5_HUMAN	ZC3H14	ZC3H14	79882
A0A0A0MSS8	A0A0A0MSS8	A0A0A0MSS8_HUMAN	AKR1C3	AKR1C3	8644
Q53GD8	Q53GD8	Q53GD8_HUMAN	NA	NA	NA
B2R9T9	B2R9T9	B2R9T9_HUMAN	NA	NA	NA
A0A087WUK2	A0A087WUK2	A0A087WUK2_HUMAN	HNRNPDL HNRPDL hCG_22986	HNRNPDL	9987
A0A494C085	A0A494C085	A0A494C085_HUMAN	UROD	UROD	7389
V9HWC6	V9HWC6	V9HWC6_HUMAN	HEL-S-39	HEL-S-39	NA
A0A024R936	A0A024R936	A0A024R936_HUMAN	NCF2 hCG_40728	NCF2	4688
A8K7Q1	A8K7Q1	A8K7Q1_HUMAN	NA	NA	4924
A0A7I2YQI1	A0A7I2YQI1	A0A7I2YQI1_HUMAN	STAT3	STAT3	6774
A0A087X2E5	A0A087X2E5	A0A087X2E5_HUMAN	IDH3B	IDH3B	3420
A0A024RB87	A0A024RB87	A0A024RB87_HUMAN	RAP1B hCG_15982	RAP1B	5908
B9A018	B9A018	B9A018_HUMAN	USP39	USP39	10713
A0A3Q8TMU7	A0A3Q8TMU7	A0A3Q8TMU7_HUMAN	MUC6	MUC6	4588
H0YN18	H0YN18	H0YN18_HUMAN	PSMA4	PSMA4	5685
B4DP27	B4DP27	B4DP27_HUMAN	NA	NA	NA
Q7Z7M4	Q7Z7M4	Q7Z7M4_HUMAN	SOD2	SOD2	6648
O94871	O94871	O94871_HUMAN	KIAA0773	KIAA0773	9715
Q6NWZ1	Q6NWZ1	Q6NWZ1_HUMAN	CKAP4	CKAP4	10970
B7Z523	B7Z523	B7Z523_HUMAN	NA	NA	50507
A0A1B0GW82	A0A1B0GW82	A0A1B0GW82_HUMAN	ALDH7A1	ALDH7A1	501
Q9NQ81	Q9NQ81	Q9NQ81_HUMAN	GDH	GDH	NA
M0QY97	M0QY97	M0QY97_HUMAN	ZC3H4	ZC3H4	23211
Q5VVC8	Q5VVC8	Q5VVC8_HUMAN	RPL11	RPL11	6135
E5RGS9	E5RGS9	E5RGS9_HUMAN	CHRAC1	CHRAC1	54108
H0Y858	H0Y858	H0Y858_HUMAN	NA	NA	NA
Q2LE71	Q2LE71	Q2LE71_HUMAN	ARPC3	ARPC3	10094
K7EKG4	K7EKG4	K7EKG4_HUMAN	TOMM40	TOMM40	10452
B2R491	B2R491	B2R491_HUMAN	RPS4X hCG_18634	RPS4X	6191
G3V0I5	G3V0I5	G3V0I5_HUMAN	NDUFV1 hCG_21057	NDUFV1	4723
D6R9P3	D6R9P3	D6R9P3_HUMAN	HNRNPAB	HNRNPAB	3182
E7EWR4	E7EWR4	E7EWR4_HUMAN	CSTF2	CSTF2	1478
A0A024R3Y6	A0A024R3Y6	A0A024R3Y6_HUMAN	IDH1 HEL-S-26 hCG_15937	IDH1	3417
Q53F20	Q53F20	Q53F20_HUMAN	NA	NA	NA
A0A0S2Z430	A0A0S2Z430	A0A0S2Z430_HUMAN	PCK2	PCK2	5106
A0A384MEK5	A0A384MEK5	A0A384MEK5_HUMAN	NA	NA	3383
B2R7L2	B2R7L2	B2R7L2_HUMAN	NA	NA	NA
Q5VSQ6	Q5VSQ6	Q5VSQ6_HUMAN	P4HA1 hCG_19276	P4HA1	5033
H0YAR2	H0YAR2	H0YAR2_HUMAN	PABPC1	PABPC1	26986
A0A2R8YCS7	A0A2R8YCS7	A0A2R8YCS7_HUMAN	SAMHD1	SAMHD1	25939
E9PKZ0	E9PKZ0	E9PKZ0_HUMAN	RPL8	RPL8	6132
B2R6J2	B2R6J2	B2R6J2_HUMAN	NA	NA	NA
C9J9K3	C9J9K3	C9J9K3_HUMAN	RPSA	RPSA	3921
E9PKG6	E9PKG6	E9PKG6_HUMAN	NUCB2	NUCB2	4925
